,transaction_id,cust_id,tran_date,prod_subcat_code,prod_cat_code,Qty,Rate,Tax,total_amt,Store_type
15440,30716369496,273707,2012-01-02,1,1,1,660,69.3,729.3,e-Shop
15446,60909965340,268366,2012-01-02,11,6,5,875,459.375,4834.375,e-Shop
15453,5139487450,269481,2012-01-02,4,4,5,640,336.0,3536.0,Flagship store
15465,27884619689,268661,2012-01-31,10,6,5,601,315.525,3320.525,TeleShop
15471,51242722729,274533,2012-01-31,10,6,4,1260,529.2,5569.2,e-Shop
15479,65103510065,271331,2012-01-31,7,5,4,260,109.2,1149.2,TeleShop
15543,1125938185,274199,2012-01-26,10,5,2,1324,278.04,2926.04,MBR
15573,81802961273,273181,2012-01-25,3,5,2,695,145.95,1535.95,TeleShop
15580,2246685898,273139,2012-01-24,1,1,4,724,304.08,3200.08,e-Shop
15607,6541956678,267425,2012-01-22,2,6,5,981,515.025,5420.025,Flagship store
15636,277893283,267814,2012-01-21,1,4,4,1407,590.94,6218.94,e-Shop
15645,5167271070,271375,2012-01-21,9,3,2,1426,299.46,3151.46,TeleShop
15649,68624354842,269677,2012-01-21,3,2,3,1025,322.875,3397.875,TeleShop
15692,9813377961,271769,2012-01-19,1,2,2,1062,223.02,2347.02,Flagship store
15708,45937986954,272649,2012-01-18,7,5,2,176,36.96,388.96,TeleShop
15712,19486717855,268430,2012-01-18,9,3,1,610,64.05,674.05,e-Shop
15714,82362804856,270181,2012-01-18,2,6,4,521,218.82,2302.82,e-Shop
15725,22086389295,271381,2012-01-17,11,5,4,249,104.58,1100.58,Flagship store
15757,93292127618,273395,2012-01-16,4,1,2,728,152.88,1608.88,TeleShop
15760,81809743723,271004,2012-01-16,4,3,5,876,459.9,4839.9,Flagship store
15761,14715233388,268228,2012-01-15,2,6,1,464,48.72,512.72,e-Shop
15813,13394800426,273703,2012-01-13,7,5,5,1251,656.775,6911.775,Flagship store
15814,52476908287,272404,2012-01-13,3,2,1,139,14.595,153.595,e-Shop
15839,64331900210,274109,2012-12-01,8,3,1,122,12.81,134.81,e-Shop
15844,83752589794,267192,2012-12-01,9,3,5,618,324.45,3414.45,Flagship store
15845,64520247260,274923,2012-12-01,11,6,5,185,97.125,1022.125,TeleShop
15867,87905633223,269253,2012-11-01,1,2,4,490,205.8,2165.8,MBR
15869,86678006850,273266,2012-11-01,4,4,5,887,465.675,4900.675,e-Shop
15872,42665891526,275123,2012-10-01,11,5,2,1254,263.34,2771.34,e-Shop
15877,12801641730,272679,2012-10-01,3,1,2,1037,217.77,2291.77,MBR
15897,72150045625,270432,2012-10-01,11,5,4,118,49.56,521.56,e-Shop
15906,62003592719,274273,2012-09-01,4,1,3,797,251.055,2642.055,TeleShop
15917,4334078897,268598,2012-08-01,10,6,2,1042,218.82,2302.82,Flagship store
15924,59463093234,267719,2012-08-01,9,3,3,730,229.95,2419.95,e-Shop
15935,89777842340,270319,2012-08-01,12,5,2,157,32.97,346.97,MBR
15937,64528964565,271160,2012-08-01,10,6,5,556,291.9,3071.9,MBR
15945,11585769485,267135,2012-07-01,10,6,1,749,78.645,827.645,e-Shop
15947,49176625218,273404,2012-07-01,4,1,4,193,81.06,853.06,Flagship store
15948,8207662457,273389,2012-07-01,3,1,5,735,385.875,4060.875,MBR
15949,27918790471,272915,2012-07-01,6,5,2,1449,304.29,3202.29,e-Shop
15973,82522419037,274479,2012-06-01,2,6,4,1294,543.48,5719.48,TeleShop
15974,86729995329,268670,2012-06-01,5,3,3,311,97.965,1030.965,Flagship store
15976,72696013207,267853,2012-06-01,9,3,1,860,90.3,950.3,TeleShop
15980,23127017892,270295,2012-05-01,4,2,4,882,370.44,3898.44,MBR
15987,35139439601,274650,2012-05-01,4,2,3,1287,405.405,4266.405,e-Shop
15994,89232425133,268394,2012-05-01,12,6,3,595,187.425,1972.425,e-Shop
16004,57743428829,272945,2012-04-01,4,1,2,1056,221.76,2333.76,TeleShop
16012,92228679288,271216,2012-04-01,12,5,5,315,165.375,1740.375,MBR
16024,30512625855,274478,2012-03-01,1,2,4,1101,462.42,4866.42,e-Shop
16031,72489925974,268424,2012-03-01,4,4,5,1409,739.725,7784.725,TeleShop
16070,66203413364,268656,2011-12-31,2,6,2,1283,269.43,2835.43,TeleShop
16089,61827274578,271458,2011-12-30,2,6,5,1206,633.15,6663.15,e-Shop
16094,99010023872,275089,2011-12-30,8,3,1,906,95.13,1001.13,e-Shop
16109,41367152846,275229,2011-12-29,12,6,4,449,188.58,1984.58,TeleShop
16120,69617036953,272431,2011-12-29,10,5,5,670,351.75,3701.75,MBR
16121,80482431373,269966,2011-12-29,3,2,2,277,58.17,612.17,e-Shop
16125,78865860112,271275,2011-12-29,3,1,5,1344,705.6,7425.6,TeleShop
16193,95022777688,274956,2011-12-25,2,6,4,1481,622.02,6546.02,e-Shop
16208,35086417483,271543,2011-12-24,3,1,4,1335,560.7,5900.7,MBR
16238,54951686631,269983,2011-12-22,6,5,3,364,114.66,1206.66,MBR
16241,47557596721,273764,2011-12-22,8,3,1,1037,108.885,1145.885,Flagship store
16244,38055189661,274410,2011-12-22,10,6,3,1047,329.805,3470.805,e-Shop
16245,6324297083,267390,2011-12-22,4,4,2,1276,267.96,2819.96,e-Shop
16288,4170892941,266852,2011-12-20,8,3,1,412,43.26,455.26,MBR
16293,26662331164,274215,2011-12-20,1,1,5,694,364.35,3834.35,MBR
16304,83092891706,269424,2011-12-20,1,2,3,628,197.82,2081.82,e-Shop
16307,618433640,267414,2011-12-19,3,2,5,1257,659.925,6944.925,MBR
16311,1737257883,270892,2011-12-19,4,3,5,1135,595.875,6270.875,Flagship store
16323,66075012177,274462,2011-12-19,11,6,3,985,310.275,3265.275,e-Shop
16349,72724977608,266931,2011-12-18,11,5,1,620,65.1,685.1,e-Shop
16356,58891325891,272148,2011-12-17,10,6,4,190,79.8,839.8,TeleShop
16363,74748979721,270308,2011-12-17,1,4,3,1204,379.26,3991.26,Flagship store
16366,20403112177,267595,2011-12-16,8,3,1,922,96.81,1018.81,Flagship store
16375,8029771964,267801,2011-12-16,10,3,1,762,80.01,842.01,MBR
16396,9934607237,266950,2011-12-15,4,4,3,1318,415.17,4369.17,TeleShop
16400,6059975909,268268,2011-12-15,11,5,1,940,98.7,1038.7,TeleShop
16401,49070823383,268683,2011-12-15,11,6,5,774,406.35,4276.35,e-Shop
16417,46953137720,267390,2011-12-14,2,6,4,1322,555.24,5843.24,Flagship store
16424,97679699441,268579,2011-12-14,10,6,3,1186,373.59,3931.59,Flagship store
16428,56285512805,270069,2011-12-13,10,6,5,627,329.175,3464.175,e-Shop
16429,33808874093,270897,2011-12-13,7,5,4,1311,550.62,5794.62,TeleShop
16433,44708761869,269847,2011-12-13,8,3,3,1465,461.475,4856.475,Flagship store
16442,87008615674,270192,2011-12-13,2,6,1,836,87.78,923.78,e-Shop
16454,44125492691,274748,2011-12-12,3,2,5,767,402.675,4237.675,e-Shop
16484,47179291145,271181,2011-11-12,4,4,3,1205,379.575,3994.575,MBR
16487,92552265405,270410,2011-11-12,10,6,5,1218,639.45,6729.45,e-Shop
16493,89724684475,270362,2011-11-12,8,3,4,1368,574.56,6046.56,e-Shop
16500,44635411688,271562,2011-10-12,4,4,2,1325,278.25,2928.25,e-Shop
16503,24316537120,271917,2011-10-12,7,5,3,1410,444.15,4674.15,e-Shop
16516,11448658750,269788,2011-09-12,10,5,2,1137,238.77,2512.77,e-Shop
16517,39262200534,274839,2011-09-12,10,6,5,666,349.65,3679.65,TeleShop
16518,9885877966,270011,2011-09-12,1,2,1,1020,107.1,1127.1,TeleShop
16520,30390047417,269139,2011-09-12,11,6,1,1361,142.905,1503.905,Flagship store
16544,39140521706,271766,2011-08-12,7,5,3,514,161.91,1703.91,MBR
16556,67810548998,272222,2011-08-12,11,5,5,740,388.5,4088.5,TeleShop
16581,1274072334,268603,2011-06-12,12,5,2,817,171.57,1805.57,TeleShop
16582,40891563738,268461,2011-06-12,2,6,4,1414,593.88,6249.88,MBR
16587,29194761670,273052,2011-06-12,2,6,2,1135,238.35,2508.35,e-Shop
16590,50517418841,270333,2011-06-12,4,4,2,383,80.43,846.43,MBR
16592,2174946764,268487,2011-06-12,3,5,2,1096,230.16,2422.16,Flagship store
16600,4088952022,269662,2011-05-12,10,3,1,1106,116.13,1222.13,MBR
16602,29589040218,268712,2011-05-12,3,5,4,436,183.12,1927.12,e-Shop
16609,30393978304,271073,2011-05-12,1,2,2,742,155.82,1639.82,MBR
16617,65750070935,269013,2011-05-12,3,1,1,86,9.03,95.03,TeleShop
16624,42784935109,274868,2011-04-12,7,5,2,709,148.89,1566.89,e-Shop
16634,94756211732,269544,2011-04-12,4,4,5,308,161.7,1701.7,e-Shop
16650,58724500881,271595,2011-03-12,1,1,2,1031,216.51,2278.51,MBR
16672,98818741996,268727,2011-02-12,1,2,2,476,99.96,1051.96,Flagship store
16712,63727046546,273436,2011-11-30,4,1,3,1053,331.695,3490.695,Flagship store
16718,26978920348,273038,2011-11-29,7,5,5,844,443.1,4663.1,Flagship store
16723,48808684929,274505,2011-11-29,3,2,1,168,17.64,185.64,MBR
16746,48695915351,273490,2011-11-28,9,3,5,560,294.0,3094.0,TeleShop
16778,95342769136,268438,2011-11-27,3,1,5,1188,623.7,6563.7,MBR
16787,16274068291,271797,2011-11-26,4,2,5,1386,727.65,7657.65,Flagship store
16790,46812685955,272286,2011-11-26,12,6,1,223,23.415,246.415,MBR
16794,49417073438,271014,2011-11-26,5,3,3,992,312.48,3288.48,TeleShop
16805,26492507539,270353,2011-11-25,9,3,5,941,494.025,5199.025,Flagship store
16815,31378350524,268207,2011-11-25,9,3,3,871,274.365,2887.365,e-Shop
16823,37276702739,274938,2011-11-24,7,5,3,399,125.685,1322.685,e-Shop
16850,39054160263,274790,2011-11-23,12,6,1,1017,106.785,1123.785,TeleShop
16862,30520132742,268981,2011-11-23,2,6,2,1263,265.23,2791.23,MBR
16868,89697531963,271375,2011-11-23,2,6,1,830,87.15,917.15,Flagship store
16874,31867619432,268571,2011-11-22,3,1,5,418,219.45,2309.45,TeleShop
16877,46155877214,269245,2011-11-22,4,1,4,630,264.6,2784.6,TeleShop
16880,31668855352,267888,2011-11-22,1,2,3,270,85.05,895.05,e-Shop
16902,33445168404,274175,2011-11-21,6,5,2,330,69.3,729.3,TeleShop
16945,2032011182,269172,2011-11-19,10,5,3,1211,381.465,4014.465,e-Shop
16966,9559517402,268078,2011-11-18,12,5,3,515,162.225,1707.225,TeleShop
16977,65645648724,271028,2011-11-18,5,3,2,558,117.18,1233.18,TeleShop
16980,40148114022,274099,2011-11-17,1,2,1,560,58.8,618.8,e-Shop
16991,88095019352,274395,2011-11-17,1,1,5,934,490.35,5160.35,MBR
16994,81059148633,271901,2011-11-17,4,2,1,236,24.78,260.78,Flagship store
17014,76184789694,273355,2011-11-16,7,5,5,268,140.7,1480.7,TeleShop
17032,28958596339,271818,2011-11-15,11,5,1,1424,149.52,1573.52,e-Shop
17040,81353579045,272708,2011-11-15,12,5,2,1133,237.93,2503.93,e-Shop
17042,64200745315,273897,2011-11-15,1,1,5,457,239.925,2524.925,MBR
17066,99809978540,273395,2011-11-14,4,1,5,355,186.375,1961.375,MBR
17067,86252573000,269601,2011-11-14,10,3,2,81,17.01,179.01,Flagship store
17077,39702670187,271516,2011-11-13,4,2,4,1298,545.16,5737.16,MBR
17079,25828306604,275017,2011-11-13,3,2,4,945,396.9,4176.9,MBR
17103,21821205661,273536,2011-12-11,5,3,4,913,383.46,4035.46,TeleShop
17104,17335788262,267715,2011-12-11,2,6,4,889,373.38,3929.38,e-Shop
17115,85872956924,272403,2011-12-11,3,2,4,98,41.16,433.16,TeleShop
17129,38176320771,268086,2011-11-11,10,6,4,883,370.86,3902.86,TeleShop
17133,30698647342,270405,2011-11-11,4,4,2,358,75.18,791.18,e-Shop
17192,3889794615,270608,2011-08-11,3,5,5,798,418.95,4408.95,Flagship store
17255,93455860097,271947,2011-05-11,4,1,3,1078,339.57,3573.57,TeleShop
17275,54765705128,267455,2011-03-11,4,4,2,863,181.23,1907.23,MBR
17284,88167450510,268028,2011-03-11,1,4,5,608,319.2,3359.2,Flagship store
17291,18384942976,274343,2011-02-11,4,2,2,1244,261.24,2749.24,MBR
17329,1772932091,267632,2011-10-31,11,5,5,564,296.1,3116.1,Flagship store
17341,98805067124,266833,2011-10-31,11,5,1,168,17.64,185.64,e-Shop
17349,52413837254,266927,2011-10-30,9,3,1,423,44.415,467.415,Flagship store
17382,80969148050,270145,2011-10-29,5,3,5,492,258.3,2718.3,MBR
17383,68456131358,270963,2011-10-29,11,6,4,741,311.22,3275.22,TeleShop
17392,16997424349,268207,2011-10-28,2,6,3,372,117.18,1233.18,MBR
17414,75844046606,268305,2011-10-27,10,5,1,858,90.09,948.09,TeleShop
17434,99735614542,275194,2011-10-26,4,1,2,1417,297.57,3131.57,e-Shop
17443,23263235773,273343,2011-10-25,12,6,2,1151,241.71,2543.71,e-Shop
17474,80803066977,271338,2011-10-24,10,5,1,873,91.665,964.665,e-Shop
17524,85144528881,274035,2011-10-22,1,4,3,1191,375.165,3948.165,e-Shop
17535,33851133078,271763,2011-10-21,11,6,4,455,191.1,2011.1,MBR
17538,10747167416,269859,2011-10-21,11,5,1,827,86.835,913.835,MBR
17545,24683883707,270147,2011-10-21,10,5,3,1415,445.725,4690.725,e-Shop
17561,21778398410,272032,2011-10-20,1,1,5,1283,673.575,7088.575,e-Shop
17564,56054094260,274422,2011-10-20,12,6,4,1059,444.78,4680.78,MBR
17566,36315322490,270213,2011-10-20,9,3,1,736,77.28,813.28,MBR
17577,96845494683,267291,2011-10-20,10,5,3,748,235.62,2479.62,MBR
17586,80694112699,269411,2011-10-19,4,2,5,574,301.35,3171.35,e-Shop
17589,66237401239,266896,2011-10-19,4,4,5,418,219.45,2309.45,TeleShop
17592,13108386754,268807,2011-10-18,4,3,4,1384,581.28,6117.28,Flagship store
17593,27250504113,269338,2011-10-18,10,3,3,887,279.405,2940.405,Flagship store
17601,78322732492,272440,2011-10-18,1,1,5,735,385.875,4060.875,e-Shop
17619,26636808054,268307,2011-10-17,11,5,2,162,34.02,358.02,Flagship store
17626,76071059967,272925,2011-10-17,6,5,2,1499,314.79,3312.79,e-Shop
17630,9138168505,269291,2011-10-16,3,1,3,901,283.815,2986.815,e-Shop
17662,88962303121,271468,2011-10-15,12,5,2,1423,298.83,3144.83,MBR
17664,65385061358,270655,2011-10-15,12,5,2,366,76.86,808.86,e-Shop
17680,88101082313,274149,2011-10-14,1,1,5,656,344.4,3624.4,e-Shop
17686,88366803515,269453,2011-10-14,3,5,2,1278,268.38,2824.38,e-Shop
17691,44774150947,272817,2011-10-13,1,4,5,1035,543.375,5718.375,Flagship store
17700,71846166056,269873,2011-10-13,3,5,5,293,153.825,1618.825,Flagship store
17708,20698274580,271162,2011-12-10,8,3,2,844,177.24,1865.24,MBR
17728,788442271,271847,2011-11-10,1,1,2,368,77.28,813.28,e-Shop
17729,53478930515,274638,2011-11-10,3,2,2,532,111.72,1175.72,Flagship store
17730,28621658728,274535,2011-11-10,4,3,4,411,172.62,1816.62,e-Shop
17743,30368719521,268765,2011-10-10,11,5,5,375,196.875,2071.875,MBR
17766,2463985406,270578,2011-09-10,3,1,4,313,131.46,1383.46,Flagship store
17770,1063903225,274265,2011-09-10,4,3,5,1350,708.75,7458.75,Flagship store
17772,6389814417,268958,2011-09-10,3,2,4,84,35.28,371.28,e-Shop
17787,80598447463,269003,2011-09-10,5,3,5,138,72.45,762.45,Flagship store
17790,56929756999,275252,2011-08-10,1,1,4,1307,548.94,5776.94,e-Shop
17791,25363839424,270466,2011-08-10,3,1,5,485,254.625,2679.625,e-Shop
17827,64091728043,270347,2011-07-10,10,5,4,107,44.94,472.94,e-Shop
17844,42324045497,269388,2011-06-10,1,1,4,1095,459.9,4839.9,e-Shop
17845,62086657425,272587,2011-06-10,3,1,2,544,114.24,1202.24,TeleShop
17853,54375804143,269647,2011-05-10,12,6,5,1078,565.95,5955.95,MBR
17857,19341668102,273010,2011-05-10,8,3,1,989,103.845,1092.845,MBR
17861,61405969475,269466,2011-05-10,5,3,1,959,100.695,1059.695,e-Shop
17879,50533262656,270234,2011-04-10,4,3,3,71,22.365,235.365,e-Shop
17895,85637194389,270880,2011-04-10,8,3,2,1274,267.54,2815.54,MBR
17921,44224290610,270874,2011-02-10,4,4,3,414,130.41,1372.41,MBR
17965,8732618059,269172,2011-09-30,3,1,5,1305,685.125,7210.125,TeleShop
17993,65940328278,273935,2011-09-29,8,3,2,942,197.82,2081.82,Flagship store
18014,14742022131,274662,2011-09-28,3,1,1,666,69.93,735.93,MBR
18027,72371100416,267668,2011-09-28,11,5,5,912,478.8,5038.8,MBR
18036,99445945381,270935,2011-09-27,3,1,2,925,194.25,2044.25,TeleShop
18050,22576495575,274593,2011-09-26,12,5,5,1434,752.85,7922.85,MBR
18055,62560589211,275261,2011-09-26,4,4,1,367,38.535,405.535,TeleShop
18064,67756114437,266975,2011-09-26,12,5,5,331,173.775,1828.775,MBR
18086,3340384603,271694,2011-09-25,4,2,3,1128,355.32,3739.32,e-Shop
18102,93814361950,271405,2011-09-25,8,3,4,798,335.16,3527.16,e-Shop
18112,29861672211,271823,2011-09-24,1,2,5,363,190.575,2005.575,e-Shop
18130,25890929042,266783,2011-09-23,1,2,4,1321,554.82,5838.82,e-Shop
18142,91731806000,267293,2011-09-23,5,3,1,551,57.855,608.855,Flagship store
18148,43933357255,275089,2011-09-22,6,5,1,722,75.81,797.81,MBR
18149,56519633159,271689,2011-09-22,11,5,2,874,183.54,1931.54,e-Shop
18153,32330593899,269645,2011-09-22,11,6,5,458,240.45,2530.45,e-Shop
18169,86118923637,273217,2011-09-22,9,3,1,420,44.1,464.1,TeleShop
18176,18893942947,275168,2011-09-21,10,6,3,1262,397.53,4183.53,e-Shop
18185,78546716118,271364,2011-09-21,9,3,5,840,441.0,4641.0,Flagship store
18186,84283144683,272403,2011-09-21,2,6,4,963,404.46,4256.46,MBR
18207,38879595417,273728,2011-09-20,1,4,5,664,348.6,3668.6,MBR
18212,49020777902,270569,2011-09-20,4,4,1,746,78.33,824.33,MBR
18215,64480113434,271907,2011-09-20,10,6,2,630,132.3,1392.3,Flagship store
18233,7504015407,270462,2011-09-19,6,5,4,906,380.52,4004.52,MBR
18244,88057875213,273190,2011-09-19,4,2,3,1368,430.92,4534.92,e-Shop
18252,31394080395,270768,2011-09-18,4,1,5,990,519.75,5469.75,e-Shop
18255,4973236128,270548,2011-09-18,7,5,5,1023,537.075,5652.075,MBR
18266,84671412321,273811,2011-09-18,8,3,3,895,281.925,2966.925,TeleShop
18296,95570369,269136,2011-09-16,12,6,1,376,39.48,415.48,e-Shop
18303,77364214231,272292,2011-09-16,1,4,1,641,67.305,708.305,e-Shop
18304,76136764568,272121,2011-09-16,7,5,3,1273,400.995,4219.995,Flagship store
18305,84266415549,272305,2011-09-16,6,5,2,494,103.74,1091.74,MBR
18317,54609157092,269621,2011-09-15,4,2,2,1329,279.09,2937.09,TeleShop
18318,43924884189,268946,2011-09-15,11,5,5,168,88.2,928.2,e-Shop
18327,7180152489,270037,2011-09-14,6,5,2,1130,237.3,2497.3,e-Shop
18332,45889688875,273435,2011-09-14,7,5,1,1130,118.65,1248.65,MBR
18353,4217634021,273896,2011-09-13,2,6,3,371,116.865,1229.865,MBR
18360,67639501380,272720,2011-09-13,6,5,3,1097,345.555,3636.555,e-Shop
18373,50089728180,270396,2011-12-09,12,6,3,674,212.31,2234.31,Flagship store
18403,14009063966,272589,2011-10-09,2,6,5,419,219.975,2314.975,MBR
18411,50008008918,273492,2011-10-09,7,5,4,188,78.96,830.96,e-Shop
18418,36314665853,267555,2011-10-09,4,4,5,1304,684.6,7204.6,MBR
18436,46511100170,269143,2011-09-09,4,4,4,810,340.2,3580.2,TeleShop
18460,62919354697,273160,2011-08-09,11,5,4,795,333.9,3513.9,MBR
18469,13681424282,270655,2011-08-09,1,1,5,759,398.475,4193.475,Flagship store
18476,91228507547,271340,2011-08-09,2,6,4,473,198.66,2090.66,MBR
18494,36294538422,267023,2011-07-09,11,6,3,529,166.635,1753.635,e-Shop
18501,65490202895,267895,2011-07-09,1,2,2,1181,248.01,2610.01,MBR
18506,28546796058,272091,2011-06-09,9,3,2,1451,304.71,3206.71,Flagship store
18520,64222109424,273273,2011-06-09,2,6,2,1297,272.37,2866.37,e-Shop
18523,53264975981,273582,2011-05-09,11,5,4,737,309.54,3257.54,Flagship store
18529,35597772601,271576,2011-05-09,11,5,5,521,273.525,2878.525,e-Shop
18531,23682042594,268479,2011-05-09,11,6,5,874,458.85,4828.85,e-Shop
18550,43721271645,272412,2011-04-09,4,3,3,1226,386.19,4064.19,TeleShop
18553,57658020095,267420,2011-04-09,8,3,5,560,294.0,3094.0,e-Shop
18554,15791796305,269561,2011-04-09,3,5,2,1396,293.16,3085.16,e-Shop
18565,92594219915,266904,2011-04-09,12,6,4,1020,428.4,4508.4,e-Shop
18572,53312631658,274389,2011-03-09,3,5,3,1253,394.695,4153.695,Flagship store
18589,28615995425,272019,2011-02-09,9,3,5,925,485.625,5110.625,MBR
18590,54256751146,270978,2011-02-09,4,1,5,1053,552.825,5817.825,Flagship store
18595,25509331876,268867,2011-02-09,12,6,4,416,174.72,1838.72,e-Shop
18603,70367745576,269881,2011-02-09,10,5,5,178,93.45,983.45,MBR
18614,18169150530,270662,2011-01-09,9,3,1,983,103.215,1086.215,e-Shop
18627,81959467423,272615,2011-01-09,4,2,2,1371,287.91,3029.91,TeleShop
18632,48876205458,273780,2011-08-31,5,3,4,1466,615.72,6479.72,MBR
18641,67384454495,267934,2011-08-31,3,1,5,1154,605.85,6375.85,MBR
18653,49095428152,275173,2011-08-30,1,2,5,1124,590.1,6210.1,e-Shop
18675,25656109847,272950,2011-08-29,4,2,1,140,14.7,154.7,e-Shop
18691,61217526402,270439,2011-08-28,2,6,4,458,192.36,2024.36,MBR
18725,89710459325,269055,2011-08-27,1,4,4,283,118.86,1250.86,MBR
18728,32859447505,270739,2011-08-26,4,3,4,1069,448.98,4724.98,Flagship store
18745,91586307744,269301,2011-08-26,3,2,4,271,113.82,1197.82,Flagship store
18755,7679984737,274546,2011-08-25,8,3,5,1426,748.65,7878.65,e-Shop
18762,89466080399,274034,2011-08-25,7,5,1,72,7.56,79.56,e-Shop
18764,58707641265,270406,2011-08-24,4,4,2,670,140.7,1480.7,MBR
18777,85403810048,271611,2011-08-24,1,4,3,692,217.98,2293.98,Flagship store
18779,21547594924,269459,2011-08-23,10,5,5,1417,743.925,7828.925,MBR
18780,6391779047,266931,2011-08-23,6,5,3,1318,415.17,4369.17,Flagship store
18783,49703639849,270983,2011-08-23,4,3,4,1148,482.16,5074.16,e-Shop
18801,28879964484,275153,2011-08-22,9,3,5,82,43.05,453.05,Flagship store
18804,69417825690,268760,2011-08-22,7,5,2,860,180.6,1900.6,MBR
18816,91901006125,267856,2011-08-22,3,2,1,76,7.98,83.98,e-Shop
18818,28679132905,266845,2011-08-21,1,4,2,930,195.3,2055.3,e-Shop
18819,39273042979,270738,2011-08-21,2,6,4,1250,525.0,5525.0,e-Shop
18832,81185032839,275131,2011-08-21,11,6,1,502,52.71,554.71,MBR
18858,53557342653,274227,2011-08-19,2,6,1,1233,129.465,1362.465,MBR
18871,85318906224,271519,2011-08-19,7,5,4,92,38.64,406.64,e-Shop
18873,46754765556,267726,2011-08-18,6,5,4,863,362.46,3814.46,MBR
18882,8627604473,267465,2011-08-18,10,3,4,546,229.32,2413.32,TeleShop
18883,46462777005,268676,2011-08-18,5,3,5,1444,758.1,7978.1,e-Shop
18887,72505679379,273316,2011-08-18,3,1,3,101,31.815,334.815,TeleShop
18888,92940483425,275086,2011-08-18,4,1,1,1298,136.29,1434.29,e-Shop
18893,98178323061,267419,2011-08-18,12,6,3,1376,433.44,4561.44,e-Shop
18894,93487610399,272974,2011-08-18,12,5,4,887,372.54,3920.54,e-Shop
18896,75314996655,274552,2011-08-18,7,5,2,165,34.65,364.65,MBR
18906,56405977584,267024,2011-08-17,10,6,5,300,157.5,1657.5,e-Shop
18912,58901930749,271530,2011-08-17,11,5,3,480,151.2,1591.2,Flagship store
18921,73152041115,270825,2011-08-17,1,4,5,1069,561.225,5906.225,Flagship store
18946,69742596220,268596,2011-08-16,4,4,1,1240,130.2,1370.2,MBR
18953,938046356,275098,2011-08-15,10,3,3,841,264.915,2787.915,e-Shop
18956,42238486372,269607,2011-08-15,10,6,2,372,78.12,822.12,e-Shop
18986,94467488647,272478,2011-08-14,4,1,2,966,202.86,2134.86,Flagship store
18990,66211163521,270420,2011-08-14,10,5,5,1115,585.375,6160.375,e-Shop
18991,69653359286,267875,2011-08-14,1,2,1,988,103.74,1091.74,e-Shop
18992,69861996576,267167,2011-08-14,10,5,2,862,181.02,1905.02,MBR
18993,75419797747,269860,2011-08-14,11,6,5,790,414.75,4364.75,e-Shop
18995,15179154009,275114,2011-08-13,3,5,1,1067,112.035,1179.035,e-Shop
19001,21580558622,270935,2011-08-13,10,3,2,469,98.49,1036.49,e-Shop
19017,91272992903,267231,2011-12-08,4,3,4,1260,529.2,5569.2,Flagship store
19043,97294002975,270363,2011-11-08,11,6,1,209,21.945,230.945,e-Shop
19048,34325488043,273754,2011-10-08,7,5,4,146,61.32,645.32,e-Shop
19055,16831903599,271632,2011-10-08,12,5,5,1326,696.15,7326.15,e-Shop
19059,81886480837,267960,2011-10-08,3,2,2,1036,217.56,2289.56,MBR
19078,4132508301,271757,2011-09-08,9,3,5,949,498.225,5243.225,MBR
19080,55117290497,268639,2011-09-08,3,2,4,1096,460.32,4844.32,Flagship store
19086,82472244261,272062,2011-09-08,4,1,5,1268,665.7,7005.7,e-Shop
19096,62535419939,268001,2011-08-08,3,1,4,494,207.48,2183.48,e-Shop
19110,61537464076,268354,2011-07-08,12,6,3,764,240.66,2532.66,e-Shop
19112,28995903027,274727,2011-07-08,3,5,1,189,19.845,208.845,MBR
19121,38278185248,274408,2011-07-08,1,2,3,1357,427.455,4498.455,MBR
19141,76157940344,267273,2011-06-08,3,2,1,495,51.975,546.975,TeleShop
19142,82711471345,270733,2011-06-08,4,3,3,87,27.405,288.405,e-Shop
19148,87125650,268666,2011-05-08,1,4,5,359,188.475,1983.475,e-Shop
19154,42495793977,272883,2011-05-08,12,5,1,899,94.395,993.395,TeleShop
19181,34371952470,275178,2011-04-08,3,5,3,1218,383.67,4037.67,e-Shop
19184,16141812565,274028,2011-04-08,9,3,2,505,106.05,1116.05,e-Shop
19195,97551658706,273608,2011-04-08,3,5,2,1200,252.0,2652.0,Flagship store
19196,92420054749,274909,2011-04-08,1,1,2,923,193.83,2039.83,e-Shop
19221,69074527174,269377,2011-03-08,4,3,2,1068,224.28,2360.28,Flagship store
19260,69693810050,267420,2011-01-08,1,4,1,1460,153.3,1613.3,e-Shop
19261,87965015911,268605,2011-01-08,4,1,5,1357,712.425,7497.425,Flagship store
19284,60260311386,268614,2011-07-30,4,3,2,311,65.31,687.31,e-Shop
19288,43812955925,272823,2011-07-30,10,3,1,723,75.915,798.915,e-Shop
19293,95527066631,269173,2011-07-30,1,1,1,1445,151.725,1596.725,MBR
19306,94063487294,270502,2011-07-29,1,2,2,1397,293.37,3087.37,TeleShop
19314,22315356000,274948,2011-07-28,12,6,2,186,39.06,411.06,e-Shop
19321,57798314871,274835,2011-07-28,4,4,2,424,89.04,937.04,e-Shop
19327,79651496110,275096,2011-07-28,7,5,3,1309,412.335,4339.335,e-Shop
19349,77508832863,272933,2011-07-27,10,3,4,381,160.02,1684.02,e-Shop
19350,75079660535,271011,2011-07-27,4,2,1,744,78.12,822.12,MBR
19364,4746540860,271816,2011-07-26,6,5,5,624,327.6,3447.6,Flagship store
